,sentiment,text
29,1.0, i current use the nikon d90 and love it  but not as much as the canon 40d 50d  i chose the d90 for the  video feature  my mistake 
30,0.0,need suggestions for a good ir filter for my canon 40d     got some  pls dm
31,0.0,  i just checked my google for my business  blip shows up as the second entry  huh  is that a good or ba      http   blip fm  6emhv
32,1.0, google is always a good place to look  should ve mentioned i worked on the mustang w  my dad   
33,-1.0,played with an android google phone  the slide out screen scares me i would break that fucker so fast  still prefer my iphone 
34,-1.0,us planning to resume the military tribunals at guantanamo bay    only this time those on trial will be aig execs and chrysler debt holders
35,-1.0,omg so bored  amp  my tattoooos are so itchy    help  aha   
36,-1.0,i m itchy and miserable 
37,-1.0, no  i m not itchy for now  maybe later  lol 
38,1.0, i love the nerdy stanford human biology videos   makes me miss school  http   bit ly 13t7nr
39,1.0,  has been a bit crazy  with steep learning curve  but lyx is really good for long docs  for anything shorter  it would be insane 
40,1.0,i m listening to  p y t  by danny gokey  lt  lt  lt aww  he s so amazing  i  lt him so much   
41,1.0,is going to sleep then on a bike ride  
42,-1.0,cant sleep    my tooth is aching 
43,-1.0,blah  blah  blah same old same old  no plans today  going back to sleep i guess 
44,-1.0,glad i didnt do bay to breakers today  it s freaking degrees in san francisco wtf
45,0.0,is in san francisco at bay to breakers 
46,0.0,just landed at san francisco
47,0.0,san francisco today   any suggestions 
48,-1.0, obama administration must stop bonuses to aig ponzi schemers     http   bit ly 2cuig
49,-1.0,started to think that citi is in really deep s amp  t  are they gonna survive the turmoil or are they gonna be the next aig 
50,-1.0,shaunwoo hate n on aig
51,1.0, you will not regret going to see star trek  it was awesome 
52,0.0,on my way to see star trek   the esquire 
53,0.0,going to see star trek soon with my dad 
54,-1.0,annoying new trend on the internets   people picking apart michael lewis and malcolm gladwell   nobody wants to read that 
55,0.0,bill simmons in conversation with malcolm gladwell http   bit ly j9o50
56,1.0,highly recommend  http   tinyurl com howdavidbeatsgoliath by malcolm gladwell
57,1.0,blink by malcolm gladwell amazing book and the tipping point 
58,1.0,malcolm gladwell might be my new man crush
59,-1.0,omg  the commercials alone on espn are going to drive me nuts 
60,1.0, playing with twitter api sounds fun   may need to take a class or find a new friend who like to generate results with api code 
61,0.0,playing with curl and the twitter api
62,1.0,hello twitter api   
63,0.0,playing with java and the twitter api
64,-1.0, because the twitter api is slow and most client s aren t good 
65,-1.0,yahoo answers can be a butt sometimes
66,1.0,is scrapbooking with nic  d
67,1.0, five things wolfram alpha does better  and vastly different  than google   http   bit ly 6nsnr
68,1.0,just changed my default pic to a nike basketball cause bball is awesome     
69,0.0,nike owns nba playoffs ads w  lebron  kobe  carmelo  http   ow ly 7uiy   adidas  billups  howard   marketing  branding
70,0.0, next time  i ll call myself nike 
71,0.0,new blog post  nike sb dunk low premium  white gum  http   tr im lott
72,-1.0, was just told that nike layoffs started today    
73,1.0,back when i worked for nike we had one fav word   just do it    
74,1.0,by the way  i m totally inspired by this freaky nike commercial  http   snurl com icgj9
75,0.0,giving weka an app engine interface  using the bird strike data for the tests  the logo is a given 
76,0.0,brand new canon eos 50d 15mp dslr camera canon 85mm is lens      web technology thread  brand new canon eos   http   u mavrev com 5a3t
77,1.0,class    the 50d is supposed to come today   
78,-1.0,needs someone to explain lambda calculus to him    
79,-1.0,took the graduate field exam for computer science today   nothing makes you feel like more of an idiot than lambda calculus 
80,1.0,shout outs to all east palo alto for being in the buildin karizmakaze 50cal gta  also thanks to profits of doom universal hempz cracka      
81,-1.0, yeahhhhhhhhh  i wouldn t really have lived in east palo alto if i could have avoided it   i guess it s only for the summer 
82,1.0,  great stanford course  thanks for making it available to the public  really helpful and informative for starting off 
83,0.0,nvidia names stanford s bill dally chief scientist  vp of research http   bit ly fvvg9
84,0.0,new blog post  harvard versus stanford   who wins  http   bit ly mcoco
85,1.0,  work til 6pm    lets go lakers   
86,-1.0,damn you north korea  http   bit ly ktmeq
87,-1.0,can we just go ahead and blow north korea off the map already 
88,-1.0,north korea  please cease this douchebaggery  china doesn t even like you anymore  http   bit ly nehsl
89,-1.0,why the hell is pelosi in freakin china  and on whose dime 
90,-1.0,are you burning more cash     than chrysler and gm  stop the financial tsunami  where  bailout  means taking a handout 
91,-1.0,insects have infected my spinach plant   
92,-1.0,wish i could catch every mosquito in the world n burn em slowly they been bitin the shit outta me 2day mosquitos are the assholes of insects
93,-1.0,just got back from church  and i totally hate insects 
94,-1.0,just got mcdonalds goddam those eggs make me sick  o yeah laker up date go lakers  not much of an update  well it s true so suck it
95,1.0,omgg i ohhdee want mcdonalds damn i wonder if its open lol   
96,-1.0,history exam studying ugh
97,-1.0,i hate revision  it s so boring  i am totally unprepared for my exam tomorrow    things are not looking good   
98,-1.0,higher physics exam tommorow  not lookin forward to it much   
99,-1.0,it s a bank holiday  yet i m only out of work now  exam season sucks  
100,-1.0,cheney and bush are the real culprits   http   fwix com article 
101,-1.0,life s a bitch  and so is dick cheney   p2  bipart  tlot  tcot  hhrs  gop  dnc http   is gd djyq
102,-1.0,dick cheney s dishonest speech about torture  terror  and obama   fred kaplan slate  http   is gd dihg
103,-1.0, the republican party is a bunch of anti abortion zealots who couldn t draw flies to a dump      neal boortz  just now  on the radio 
104,-1.0,is twitter s connections api broken  some tweets didn t make it to twitter   
105,-1.0,i srsly hate the stupid twitter api timeout thing  soooo annoying        
106,1.0, i really liked  s  learning jquery  book  http   bit ly pg0lt is worth a look too
107,0.0,jquery ui 6 book review   http   cfbloggers org  c 
108,1.0,very interesting ad from adobe by goodby  silverstein  amp  partners   youtube   adobe cs4  le sens propre http   bit ly vprpt
109,1.0,goodby silverstein agency new site  http   www goodbysilverstein com  great 
110,1.0, goodby  silverstein s new site  http   www goodbysilverstein com  i enjoy it   nice find  
111,1.0,the ever amazing psyop and goodby silverstein  amp  partners for hp  http   bit ly g2ru8 have to go play with after effects now 
112,1.0,top ten most watched on viral video chart   love the nike  mostvaluablepuppets campaign from wieden  amp  kennedy http   bit ly nr1n9
113,1.0,zomg    i have a g2       
114,1.0,ok so lots of buzz from io2009 but how lucky are they   a free g2   http   is gd hyzl
115,1.0,just got a free g2 android at google i o   
116,1.0,guess i ll be retiring my g1 and start using my developer g2 woot  googleio
117,0.0,at gwt fireside chat 
118,1.0,i am happy for philip being at googleio today
119,1.0,lakers played great   cannot wait for thursday night lakers vs     
120,0.0,hi there  does anyone have a great source for advice on viral marketing     http   link gs ytz8
121,1.0,judd apatow creates fake sitcom on nbc com to market his new movie    viral marketing at its best  http   is gd k0yk
122,0.0,here s a case study on how to use viral marketing to add over 000 people to your list http   snipr com i50oz
123,-1.0,viral marketing fail  this acia pills brand oughta get shut down for hacking into people s messenger s   i get 6 msgs in a day  arrrgh 
124,1.0,watching night at the museum   lmao
125,1.0,i loved night at the museum   
126,0.0,going to see the new night at the museum  movie with my family oh boy a three year old in the movies fuin
127,1.0,just got back from the movies   went to see the new night at the museum with rachel   it was good
128,0.0,just saw the new night at the museum movie   it was   okay   lol 10
129,0.0,going to see night at the museum with tall boy
130,1.0, i will take you on a date to see night at the museum whenever you want   it looks soooooo good
131,1.0,no watching the night at the museum  getting really good
132,1.0,night at the museum  wolverine and junk food   perfect monday 
133,1.0,saw night at the museum last night   pretty crazy movie   but the cast was awesome so it was well worth it  robin williams forever 
134,0.0,i saw night at the museum  battle of the swithsonian today  it was okay  your typical  kids  ben stiller movie 
135,0.0,taking katie to see night at the museum    she picked it 
136,-1.0,night at the museum tonite instead of up     oh well  that yr old better enjoy it  lol
137,0.0,gm says expects announcment on sale of hummer soon   reuters  wdsugm says expects announcment on sale of hummer    http   bit ly 4e1fv
138,-1.0,it s unfortunate that after the stimulus plan was put in place twice to help gm on the back of the american people has led to the inevitable
139,-1.0,tell me again why we are giving more    to gm   we should use that   for all the programs that support the unemployed 
140,-1.0, oh yes but if gm dies it will only be worth more boo hahaha
141,-1.0,time warner cable is down again 3rd time since memorial day bummer 
142,-1.0,i would rather pay reasonable yearly taxes for  free  fast internet  than get gouged by time warner for a slow connection 
143,-1.0,nooooooo my dvr just died and i was only half way through the ea presser  hate you time warner
144,-1.0,f ck time warner cable    you f cking suck balls    i have a  hd tv  amp  my damn hd channels hardly ever come in  bullshit  
145,-1.0,time warner has the worse customer service ever  i will never use them again
146,-1.0,time warner is the devil  worst possible time for the internet to go out 
147,-1.0,fuck no internet damn time warner 
148,-1.0,time warner really picks the worst time to not work  all i want to do is get to mtv com so i can watch the hills  wtfffff 
149,-1.0,i hate time warner  soooo wish i had vios  cant watch the fricken mets game w o buffering  i feel like im watching free internet porn 
150,-1.0,ahh   got rid of stupid time warner today  amp  now taking a nap while the roomies cook for me  pretty good end for a monday   
151,-1.0,time warner s hd line up is crap 
152,-1.0,is being fucked by time warner cable  didnt know modems could explode  and susan boyle sucks too 
153,0.0,time warner cable pulls the plug on  the girlfriend experience     www tinyurl com m595fk 
154,-1.0,time warner cable slogan  where calling it a day at 2pm happens 
155,0.0,rocawear heads to china  building stores    http   tinyurl com nofet3
156,0.0,climate focus turns to beijing  the united nations  the us and european governments have called on china to co o   http   tinyurl com lto92n
157,0.0,myfoxdc barrie students back from trip to china  a silver spring high school s class trip to china has en   http   tinyurl com nlhqba
158,0.0,three china aerospace giants develop tianjin binhai  new area   9 b yuan invested   http   bit ly mmidv
159,0.0,http   xi gs 04fo gm ceo  china will continue to be key partner
160,0.0, is now the time to buy a gm car  http   bit ly nrzlu
161,-1.0,recovering from surgery  wishing  was here   
162,1.0,my wrist still hurts  i have to get it looked at  i hate the dr dentist scary places     time to watch eagle eye  if you want to join  txt 
163,0.0,dentist tomorrow  have to brush well in the morning  like i make my hair all nice before i get it cut  why 
164,-1.0,the dentist lied    u won t feel any discomo prob won t even need pain pills  man u twippin this shit hu how many pills can i take  
165,-1.0, my dentist is great but she s expensive     
166,0.0, pet dentist http   www funnyville com fv pictures dogdentures shtml
167,1.0,is studing math    tomorrow exam and dentist   
168,-1.0,my dentist was wrong    wrong
169,-1.0,going to the dentist later   
170,-1.0,son has me looking at cars online   i hate car shopping   would rather go to the dentist   anyone with a good car at a good price to sell 
171,0.0,ncaa baseball super regional   rams club http   bit ly ro7nx
172,0.0,just started playing major league baseball 2k9  http   raptr com h3llgwar
173,0.0,cardinals baseball advance to super regionals  face cs fullerton friday 
174,0.0,sony coupon code   expires soon   http   www coupondork com r 
175,0.0,waiting in line at safeway 
176,-1.0,luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts  how jacked up is that 
177,0.0,did not realize there is a gym above safeway 
178,0.0, i have three words for you   safeway dot com 
179,1.0,safeway is very rock n roll tonight
180,0.0,bout to hit safeway i gotta eat
181,0.0,jake s going to safeway 
182,0.0,found a safeway  picking up a few staples 
183,0.0,safeway super marketing via mobile coupons http   bit ly onh7w
184,-1.0,the safeway bathroom still smells like ass 
185,-1.0,at safeway on elkhorn  they move like they re dead 
186,0.0,your normal weight  and how to get there    normal eating blog http   bit ly zet8o
187,0.0,is eating and watching movies    
188,0.0,eating sashimi
189,0.0,is eating  home made yema
190,0.0,eating cake
191,1.0,i love dwight howard s vitamin water commercial    now i wish he was with nike and not adidas  lol 
192,-1.0,found nothing at nike factory    off to banana republic outlet  http   myloc me 2zic
193,0.0,iphone may get radio tagging and nike    recently released itunes version 2 suggests that voiceover functional   http   tinyurl com oq5ctc
194,1.0,is lovin his nike  already and that s only from running on the spot in his bedroom
195,0.0,launched  http   imgsearch net   imgsearch  ajax  jquery  webapp
196,1.0, i finally got around to using jquery to make my bio collapse  yay for slide animations 
197,0.0, the ultimate jquery list   http   jquerylist com 
198,0.0,i just extracted and open sourced a jquery plugin from stormweight to highlight text with a regular expression  http   bit ly ybjkb
199,0.0, debenham what was the php jquery hack 
200,0.0,jquery cheat sheet http   www javascripttoolbox com jquery cheatsheet 
201,0.0,beginning javascript and css development with jquery  javascript  css  jquery http   bit ly to3e5
202,1.0, right    lol we ll get there   i have high expectations  warren buffet style 
203,1.0,  great   someone s sitting in the shade today because someone planted a tree a long time ago    warren buffet
204,0.0,warren buffet on the economy http   ping fm lau0p
205,1.0,warren buffet became  for a time  the richest man in the united states  not by working but investing in big idea which lead to the fortune
206,1.0,according to the create a school  notre dame will have receivers in ncaa at or higher rating     sweet 
207,0.0,all star basketball classic tuesday features top talent  chattanooga s notre dame high school will play host   http   bit ly qltja
208,1.0, it s definitely under warranty  amp  my experience is the amazon support for kindle is great  had to contact them about my kindle2
209,0.0, look  available  amazon kindle2  amp  kindle dx  get it here  http   short to 87ub the top electronic book reader period  free day ship    
210,-1.0,time warner road runner customer support here absolutely blows  i hate not having other high speed net options  i m ready to go nuclear 
211,-1.0,time warner cable phone reps r dumber than nails      ugh  cable was working mins ago now its not wtf 
212,-1.0, we tried but time warner wasn t being nice so we recorded today    
213,-1.0,omg   time warner f ed up my internet install   instead of today  its now next saturday   another week w o internet   amp   ehfa v9fhg    fml 
214,-1.0,wth  i have never seen a line this loooong at time warner before  ugh 
215,-1.0,impatiently awaiting the arrival of the time warner guy  it s way too pretty to be inside all afternoon
216,0.0,man accosts roger federer during french open http   ff im 3hcpt
217,-1.0,naive bayes using em for text classification  really frustrating   
218,1.0,we went to stanford university today  got a tour  made me want to go back to college  it s also decided all of our kids will go there 
219,0.0,investigation pending on death of stanford cs prof   google mentor rajeev motwani http   bit ly lwour tip 
220,0.0,i m going to bed  it was a successful weekend  stanford  here i come 
221,-1.0, if you re being harassed by calls about your car warranty  changing your number won t fix that  they call every number   d bags
222,-1.0,just blocked united blood services using google voice  they call more than those car warranty guys 
223,-1.0, at amp t is complete fail 
224,-1.0, oh snap you work at at amp t don t you
225,-1.0, i really dont want at amp t phone service  they suck when it comes to having a signal
226,-1.0,i say we just cut out the small talk  at amp t s new slogan  f  k you  give us your money   apologies to bob geldof  
227,-1.0,pissed about at amp t s mid contract upgrade price for the iphone  it s  more  i m not going to pay  for something i thought was  
228,-1.0,safari is fast    even on my shitty at amp t tethering 
229,-1.0, what is at amp t fucking up 
230,-1.0,    at amp t dropped the ball and isn t supporting crap with the new iphone 0    fail  att sucks   
231,-1.0, yay  glad you got the phone  still  damn you  at amp t 
232,0.0,google wave developer sandbox account request http   bit ly 2nylc
233,-1.0,talk is cheap  bing that  i ll stick with google  http   bit ly xc3c8
234,-1.0, wtf is the point of deleting tweets if they can still be found in summize and searches  twitter  please fix that  thanks and bye
235,0.0, have google profiles stopped showing up in searches  cant see them anymore
236,1.0, i love google translator too    d good day mate  
237,1.0,reading on my new kindle2 
238,1.0,my kindle2 came and i love it    
239,1.0,loving my new kindle2   named her kendra in case u were wondering  the  cookbook  is the tool cuz it tells u all the tricks   best gift evr 
240,-1.0,the real aig scandal   http   bit ly b82px
241,0.0,any twitter to aprs apps yet 
242,0.0, pros you should be following on twitter   http   is gd smbz
243,1.0,obama is quite a good comedian  check out his dinner speech on cnn    very funny jokes 
244,1.0,  barack obama shows his funny side    gt  gt  http   tr im l0gy    great speech  
245,1.0,i like this guy     barack obama shows his funny side    gt  gt  http   tr im l0gy   
246,1.0,obama s speech was pretty awesome last night  http   bit ly imxum
247,1.0,reading   bill clinton fail   obama win   http   tinyurl com pcyxj7
248,1.0,obama more popular than u s  among arabs  survey  president barack obama s popularity in leading arab countries    http   tinyurl com prlvqu
249,1.0,obama s got jokes   haha just got to watch a bit of his after dinner speech from last night    i m in love with mr  president   
250,-1.0,lebron james got in a car accident i guess  just heard it on evening news   wow i cant believe it  will he be ok   http   twtad com 
251,1.0,is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals
252,1.0, no  lebron is the best
253,1.0, real usher lebron is cool   i like his personality   he has good character 
254,1.0,watching lebron highlights  damn that niggas good
255,1.0, lebron is murdering shit 
256,1.0, lebron is a monsta and he is only  smh the world ain t ready 
257,1.0, when lebron is done in the nba he will probably be greater than kobe  like u said kobe is good but there alot of  good  players 
258,1.0,kobe is good bt lebron has my vote
259,-1.0,kobe is the best in the world not lebron  
260,1.0, world cup access   damn  that s a good look 
261,1.0,just bought my tickets for the fifa world cup in south africa  its going to be a great summer  http   bit ly 9gezi
262,0.0,share  disruption   fred wilson s slides for his talk at google hq  http   bit ly bo8pg
263,-1.0,i have to go to booz allen hamilton for a 2hr meeting     but then i get to go home   
264,1.0,the great indian tamasha truly will unfold from may  the result day for indian general election 
265,1.0, i have the kindle2  i ve seen pictures of the dx  but haven t seen it in person  i love my kindle   i m on it everyday 
266,1.0, such an awesome idea   the  continual learning program with a kindle2  http   bit ly 1zlff
267,0.0,ok   do nothing   just thinking about 40d
268,1.0, ooooh  what model are you getting    i have the 40d and love love love love it 
269,1.0,the times of india  the wonder that is india s election  http   bit ly p7u1h
270,1.0,http   is gd aruj good video from google on using search options 
271,-1.0, lol  ah my skin is itchy    damn lawnmowing 
272,-1.0,itchy back   dont ya hate it 
273,1.0,stanford charity fashion show a top draw http   cli gs nenuah
274,1.0,stanford university s facebook profile is one of the most popular official university pages   http   tinyurl com p5b3fl
275,1.0,lyx is cool 
276,1.0,sooo dissapointed they sent danny gokey home    you still rock    danny     my hometown hero    yeah milrockee  
277,1.0, american idol  fashion  adam lambert tones down  danny gokey cute     http   cli gs 7jwshv
278,1.0, i love you danny gokey     
279,0.0,  gm onstar now instantly sends accident location coordinates to   gps obsessed http   bit ly 16szl1
280,-1.0,so tired  i didn t sleep well at all last night 
281,-1.0,boarding plane for san francisco in hour  hr flight  blech 
282,-1.0,bonjour san francisco  my back hurts from last night  
283,0.0,breakers  in san francisco  ca http   loopt us 4v88bw t
284,0.0,heading to san francisco
285,1.0,with my best girl for a few more hours in san francisco  mmmmmfamily is wonderful 
286,-1.0,f    up big  or go home   aig
287,1.0,went to see the star trek movie last night   very satisfying 
288,1.0,i can t wait  going to see star trek tonight  
289,1.0,star trek was as good as everyone said  
290,1.0,am loving new malcolm gladwell book   outliers
291,1.0,i highly recommend malcolm gladwell s  the tipping point   my next audiobook will probably be one of his as well 
292,-1.0,malcolm gladwell is a genius at tricking people into not realizing he s a fucking idiot
293,-1.0, hey no offense but malcolm gladwell is a pretenious  annoying cunt and he brings you down  cant read his shit
294,1.0, http   bit ly soyv7  great article by malcolm gladwell 
295,1.0,i seriously underestimated malcolm gladwell   i want to meet this dude 
296,-1.0,i hate comcast right now  everything is down cable internet  amp  phone    ughh what am i to do
297,-1.0,comcast sucks 
298,-1.0,the day i never have to deal with comcast again will rank as one of the best days of my life 
299,-1.0, did comcast fail again  
300,0.0,how do you use the twitter api     http   bit ly 4vbhh
301,-1.0,curses the twitter api limit
302,-1.0,now i can see why dave winer screams about lack of twitter api  its limitations and access throttles 
303,0.0,testing twitter api
304,-1.0,arg  twitter api is making me crazy 
305,0.0,testing twitter api  remote update
306,1.0,i m really loving the new search site wolfram alpha  makes google seem so     quaint  http   www72 wolframalpha com 
307,-1.0, wolfram alpha sucks  even for researchers the information provided is less than you can get from  google or  wikipedia  totally useless 
308,1.0,off to the nike factory   
309,1.0,new nike muppet commercials are pretty cute  why do we live together again 
310,0.0,new blog post  nike zoom lebron soldier  iii    white   black   teal http   bit ly rouus
311,0.0,new blog post  nike trainer http   bit ly 394bp
312,-1.0, oh those are awesome  i so wish they weren t owned by nike   
313,1.0, http   twitpic com 5c7uj   awesome    seeing the show friday at the shoreline amphitheatre  never seen nin before  can t wait     
314,-1.0,arhh  it s weka bug       and i spent almost two hours to find that out  crappy me
315,1.0, hey bud    np i do so love my 50d  although i d love a 5d mkii more
316,1.0,  just got us a 50d for the office   d
317,1.0,just picked up my new canon 50d   it s beautiful    prepare for some seriously awesome photography 
318,1.0,just got my new toy  canon 50d  love love love it 
319,1.0,learning about lambda calculus   
320,0.0, jobs  sittercity help with taking care of sick child  east palo alto  ca  http   tinyurl com qwrr2m
321,1.0,i m moving to east palo alto 
322,1.0,  atebits i just finished watching your stanford iphone class session  i really appreciate it  you rock 
323,1.0, hi  just saw your stanford talk and really liked your advice  just saying hi from singapore  yes the videos do get around 
324,0.0, mba admissions tips stanford gsb deadlines and essay topics 2010 http   tinyurl com pet4fd
325,0.0,ethics and nonprofits   http   bit ly qsxrp   stanford  socialentrepreneurship
326,1.0,lakers tonight let s go    
327,1.0,will the lakers kick the nuggets ass tonight 
328,-1.0,oooooooh    north korea is in troubleeeee  http   bit ly 19epah
329,-1.0,wat the heck is north korea doing       they just conducted powerful nuclear tests  follow the link  http   www msnbc msn com id 
330,-1.0,listening to obama    friggin north korea   
331,-1.0,i just realized we three monkeys in the white obama biden pelosi   sarah palin 
332,-1.0, pelosi should stay in china and never come back 
333,-1.0,nancy pelosi gave the worst commencement speech i ve ever heard  yes i m still bitter about this
334,-1.0,ugh  the amount of times these stupid insects have bitten me  grr  
335,1.0,prettiest insects ever   pink katydids  http   bit ly 2upw2p
336,-1.0,just got barraged by a horde of insects hungry for my kitchen light  so scary 
337,1.0,just had mcdonalds for dinner   d it was goooood  big mac meal    
338,1.0,ahh yes lol ima tell my hubby to go get me sum mcdonalds   
339,1.0,stopped to have lunch at mcdonalds  chicken nuggetssss     yummmmmy 
340,1.0,could go for a lot of mcdonalds  i mean a lot 
341,1.0,my exam went good    your prayers worked   
342,1.0,only one exam left  and i am so happy for it  d
343,-1.0,math review  im going to fail the exam 
344,-1.0,colin powell rocked yesterday on cbs  cheney needs to shut the hell up and go home powell is a man of honor and served our country proudly
345,-1.0,obviously not siding with cheney here  http   bit ly 19j2d
346,1.0,absolutely hilarious    from    http   bit ly bccwt
347,1.0, i never did thank you for including me in your top twitter authors  you rock    amp  i new wave   d  http   bit ly eorfv
348,0.0,learning jquery 3 book review   http   cfbloggers org  c 
349,1.0, awesome jquery reference book for coda  http   www macpeeps com coda   webdesign
350,1.0,i ve been sending e mails like crazy today to my contacts   does anyone have a contact at goodby silverstein   i d love to speak to them
351,0.0,adobe cs4 commercial by goodby silverstein  http   bit ly 1aikhf
352,1.0,goodby  silverstein s new site    http   www goodbysilverstein com  i enjoy it 
353,1.0,wow everyone at the google i o conference got free g2 s with a month of unlimited service
354,1.0, dood i got a free google android phone at the i o conference  the g2 
355,1.0, the g2 is amazing btw  a huge improvement over the g1
356,1.0,html demos  lots of great stuff to come  yes  i m excited     http   htmlfive appspot com  io2009  googleio
357,1.0, http   twitpic com 62shi   yay  happy place  place place   i love google 
358,1.0, googleio   o3d   bringing 3d graphics to the browser  very nice tbh  funfun 
359,1.0,awesome viral marketing for  funny people  http   www nbc com yo teach 
360,0.0,watching a programme about the life of hitler  its only enhancing my geekiness of history 
361,-1.0,saw night at the museum out of sheer desperation  who is funding these movies 
362,1.0,night at the museum  pretty furkin good 
363,1.0,watching night at the museum   giggling 
364,0.0, jenna  i went to see night at the museum today and i was so surprised to see three cast members from the office   
365,0.0,about to watch night at the museum with ryan and stacy
366,0.0,getting ready to go watch night at the museum   dum dum  you give me gum gum 
367,-1.0,back from seeing  star trek  and  night at the museum    star trek  was amazing  but  night at the museum  was  eh 
368,1.0,just watched night at the museum  so stinkin cute 
369,1.0,so  night at the museum was awesome  much better than part  next weekend we ll see up 
370,0.0,i think i may have a new favorite restaurant  on our way to see  night at the museum  
371,0.0,up  was sold out  so i m seeing night at the museum  i m    years old 
372,1.0,saw the new night at the museum and i loved it  next is to go see up in 3d
373,-1.0,it is a shame about gm  what if they are forced to make only cars the white house thinks will sell  what do you think 
374,-1.0,as u may have noticed  not too happy about the gm situation  nor aig  lehman  et al
375,0.0,obama  nationalization of gm to be short term    ap  http   tinyurl com md347r
376,-1.0,  gm good riddance   sad though 
377,-1.0,i will never buy a government motors vehicle  until just recently  i drove gm cars  since  when i bought a    http   tinyurl com lulsw8
378,-1.0,having the old coca cola guy on the gm board is stupid has heck   tcot  ala
379,-1.0, rantsandraves the worst thing about gm  concord   pleasant hill   martinez   is the fucking uaw       http   buzzup com 4ueb
380,-1.0,give a man a fish  u feed him for the day  teach him to fish  u feed him for life  buy him gm  and u f  k him over for good 
381,-1.0,the more i hear about this gm thing the more angry i get  billions wasted  more bullshit  all for something like 40k employees and all the  
382,-1.0, i own a gm car and it is junk as far as quality compared to a honda
383,-1.0,sad day   bankrupt gm
384,-1.0,is upset about the whole gm thing  life as i know it is so screwed up
385,-1.0,whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs
386,0.0,time warner ceo hints at online fees for magazines       ap    read from mountain view united states  views http   bit ly udfch
387,-1.0, wftb joining a bit late  my connection was down  boo time warner 
388,-1.0,cox or time warner   cox is cheaper and gets a b on dslreports   tw is more expensive and gets a c 
389,-1.0,i am furious with time warner and their phone promotions 
390,-1.0,just got home from chick fil a with the boys  damn my internets down    stupid time warner
391,-1.0,could time warner cable suck more   no 
392,-1.0,pissed at time warner for causin me to have slow internet problems
393,-1.0, ummm  having some time warner problems 
394,-1.0,you guys see this   why does time warner have to suck so much ass   really wish i could get u verse at my apartment  http   bit ly s594j
395,-1.0, the upside to time warner  unhelpful phone operators   superslow on site service  crap  that s not an upside 
396,-1.0, new time warner slogan   time warner  where we make you long for the days before cable  
397,-1.0,confirmed  it s time warner s fault  not facebook s  that fb is taking about minutes to load  so tempted to switch to verizon   
398,-1.0, time warner   epic fail
399,0.0,lawson to head newedge hong kong http   bit ly xlqsd  business  china
400,0.0,weird piano guitar house in china  http   u2s me 72i8
401,0.0,send us your gm chevy photos http   tinyurl com luzkpq
402,-1.0,i know  how sad is that    1st day of hurricane season  that s less scarey than govt taking over gm 
403,-1.0,gm files bankruptcy  not a good sign   
404,1.0,yankees won mets lost  its a good day 
405,1.0,my dentist appt today was actually quite enjoyable 
406,-1.0,i hate the effing dentist 
407,0.0, i had a dentist appt this morning and had the same conversation 
408,-1.0, i hate going to the dentist      
409,-1.0,i hate the dentist    who invented them anyways 
410,-1.0,this dentist s office is cold   
411,0.0,check this video out    david after dentist http   bit ly 47aw2
412,0.0,first dentist appointment  in years  on wednesday possibly 
